36tennis,H-HP-HP-H,localrec_in_36_01.pdb_2.pdb
36tennis,H-HP-HP-H,localrec_in_36_05.pdb_2.pdb
36tennis,H-HP-HP-H,localrec_in_36_06.pdb_2.pdb
36tennis,H-HP-HP-H,localrec_in_36_07.pdb_2.pdb
36tennis,H-HP-HP-H,localrec_in_36_27.pdb_1.pdb
36tennis,H-HP-HP-H,localrec_in_36_32.pdb_1.pdb
36tennis,H-HP-HP-H,localrec_in_36_35.pdb_2.pdb
36tennis,H-HP-HP-H,localrec_in_36_36.pdb_2.pdb
36tennis,H-HP-HP-P,localrec_in_36_02.pdb_2.pdb
36tennis,H-HP-HP-P,localrec_in_36_10.pdb_2.pdb
36tennis,H-HP-HP-P,localrec_in_36_26.pdb_2.pdb
36tennis,H-HP-HP-P,localrec_in_36_33.pdb_2.pdb
36tennis,H-PH-PP-H,localrec_in_36_01.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_02.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_05.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_06.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_07.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_10.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_26.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_27.pdb_3.pdb
36tennis,H-PH-PP-H,localrec_in_36_32.pdb_3.pdb
36tennis,H-PH-PP-H,localrec_in_36_33.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_35.pdb_1.pdb
36tennis,H-PH-PP-H,localrec_in_36_36.pdb_1.pdb
36tennis,H-PP-PH-H,localrec_in_36_03.pdb_2.pdb
36tennis,H-PP-PH-H,localrec_in_36_04.pdb_1.pdb
36tennis,H-PP-PH-H,localrec_in_36_08.pdb_1.pdb
36tennis,H-PP-PH-H,localrec_in_36_09.pdb_2.pdb
36tennis,H-PP-PH-H,localrec_in_36_12.pdb_3.pdb
36tennis,H-PP-PH-H,localrec_in_36_21.pdb_3.pdb
36tennis,H-PP-PH-H,localrec_in_36_23.pdb_1.pdb
36tennis,H-PP-PH-H,localrec_in_36_24.pdb_1.pdb
36tennis,H-PP-PH-H,localrec_in_36_25.pdb_1.pdb
36tennis,H-PP-PH-H,localrec_in_36_29.pdb_1.pdb
36tennis,H-PP-PH-H,localrec_in_36_30.pdb_1.pdb
36tennis,H-PP-PH-H,localrec_in_36_34.pdb_1.pdb
36tennis,H-PP-PH-P,localrec_in_36_11.pdb_3.pdb
36tennis,H-PP-PH-P,localrec_in_36_13.pdb_2.pdb
36tennis,H-PP-PH-P,localrec_in_36_14.pdb_1.pdb
36tennis,H-PP-PH-P,localrec_in_36_15.pdb_3.pdb
36tennis,H-PP-PH-P,localrec_in_36_16.pdb_3.pdb
36tennis,H-PP-PH-P,localrec_in_36_17.pdb_3.pdb
36tennis,H-PP-PH-P,localrec_in_36_18.pdb_3.pdb
36tennis,H-PP-PH-P,localrec_in_36_19.pdb_1.pdb
36tennis,H-PP-PH-P,localrec_in_36_20.pdb_2.pdb
36tennis,H-PP-PH-P,localrec_in_36_22.pdb_3.pdb
36tennis,H-PP-PH-P,localrec_in_36_28.pdb_1.pdb
36tennis,H-PP-PH-P,localrec_in_36_31.pdb_1.pdb
36tennis,P-HH-HP-P,localrec_in_36_01.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_02.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_05.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_06.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_07.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_10.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_26.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_27.pdb_2.pdb
36tennis,P-HH-HP-P,localrec_in_36_32.pdb_2.pdb
36tennis,P-HH-HP-P,localrec_in_36_33.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_35.pdb_3.pdb
36tennis,P-HH-HP-P,localrec_in_36_36.pdb_3.pdb
36tennis,P-HP-HH-P,localrec_in_36_11.pdb_1.pdb
36tennis,P-HP-HH-P,localrec_in_36_13.pdb_3.pdb
36tennis,P-HP-HH-P,localrec_in_36_14.pdb_2.pdb
36tennis,P-HP-HH-P,localrec_in_36_15.pdb_1.pdb
36tennis,P-HP-HH-P,localrec_in_36_16.pdb_1.pdb
36tennis,P-HP-HH-P,localrec_in_36_17.pdb_1.pdb
36tennis,P-HP-HH-P,localrec_in_36_18.pdb_1.pdb
36tennis,P-HP-HH-P,localrec_in_36_19.pdb_2.pdb
36tennis,P-HP-HH-P,localrec_in_36_20.pdb_3.pdb
36tennis,P-HP-HH-P,localrec_in_36_22.pdb_1.pdb
36tennis,P-HP-HH-P,localrec_in_36_28.pdb_2.pdb
36tennis,P-HP-HH-P,localrec_in_36_31.pdb_2.pdb
36tennis,P-HP-HP-H,localrec_in_36_04.pdb_2.pdb
36tennis,P-HP-HP-H,localrec_in_36_08.pdb_2.pdb
36tennis,P-HP-HP-H,localrec_in_36_23.pdb_2.pdb
36tennis,P-HP-HP-H,localrec_in_36_30.pdb_2.pdb
36tennis,P-HP-HP-P,localrec_in_36_03.pdb_3.pdb
36tennis,P-HP-HP-P,localrec_in_36_09.pdb_3.pdb
36tennis,P-HP-HP-P,localrec_in_36_12.pdb_1.pdb
36tennis,P-HP-HP-P,localrec_in_36_21.pdb_1.pdb
36tennis,P-HP-HP-P,localrec_in_36_24.pdb_2.pdb
36tennis,P-HP-HP-P,localrec_in_36_25.pdb_2.pdb
36tennis,P-HP-HP-P,localrec_in_36_29.pdb_2.pdb
36tennis,P-HP-HP-P,localrec_in_36_34.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_11.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_12.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_13.pdb_1.pdb
36tennis,P-PH-PH-P,localrec_in_36_14.pdb_3.pdb
36tennis,P-PH-PH-P,localrec_in_36_16.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_17.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_19.pdb_3.pdb
36tennis,P-PH-PH-P,localrec_in_36_20.pdb_1.pdb
36tennis,P-PH-PH-P,localrec_in_36_21.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_22.pdb_2.pdb
36tennis,P-PH-PH-P,localrec_in_36_25.pdb_3.pdb
36tennis,P-PH-PH-P,localrec_in_36_34.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_03.pdb_1.pdb
36tennis,P-PH-PP-H,localrec_in_36_04.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_08.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_09.pdb_1.pdb
36tennis,P-PH-PP-H,localrec_in_36_15.pdb_2.pdb
36tennis,P-PH-PP-H,localrec_in_36_18.pdb_2.pdb
36tennis,P-PH-PP-H,localrec_in_36_23.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_24.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_28.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_29.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_30.pdb_3.pdb
36tennis,P-PH-PP-H,localrec_in_36_31.pdb_3.pdb